,8,16,32,64,128,256,512,1024,2048,4096
0,7.0,73.0,139.0,868.0,2732.0,8550.0,22316.0,474166.0,1439088.0,1251440.0
1,8.0,67.0,172.0,1864.0,983.0,21040.0,96137.0,81819.0,2800204.0,4306982.0
2,9.0,126.0,334.0,363.0,817.0,5579.0,10857.0,285943.0,1711486.0,7402400.0
3,24.0,36.0,214.0,623.0,3430.0,11679.0,158491.0,336735.0,2585451.0,4881796.0
4,5.0,67.0,284.0,545.0,918.0,19215.0,43660.0,143450.0,294379.0,9608854.0
5,8.0,86.0,407.0,273.0,5079.0,17298.0,97261.0,123450.0,374881.0,3091172.0
6,17.0,52.0,255.0,1708.0,1727.0,10643.0,93147.0,610382.0,341691.0,2228087.0
7,5.0,87.0,284.0,1720.0,3285.0,10164.0,102792.0,148348.0,3826819.0,2315254.0
8,10.0,26.0,263.0,418.0,4142.0,5543.0,132565.0,115435.0,431520.0,3552106.0
9,8.0,12.0,164.0,488.0,894.0,8410.0,61059.0,268448.0,1572567.0,9349840.0
10,6.0,58.0,70.0,589.0,4728.0,16454.0,28249.0,207380.0,2187566.0,4147574.0
11,9.0,56.0,148.0,574.0,3385.0,4213.0,23645.0,106185.0,2074475.0,3607686.0
12,7.0,55.0,275.0,647.0,1620.0,17074.0,40815.0,232701.0,2566108.0,5659214.0
13,25.0,14.0,135.0,1570.0,1994.0,4069.0,60656.0,278646.0,639478.0,2257404.0
14,11.0,66.0,547.0,1295.0,2729.0,4118.0,29094.0,225819.0,549005.0,1652859.0
15,5.0,57.0,51.0,433.0,2988.0,30205.0,18712.0,418626.0,1368132.0,1082451.0
16,10.0,91.0,481.0,1497.0,3166.0,21120.0,50238.0,118770.0,947647.0,14339910.0
17,8.0,30.0,63.0,229.0,6291.0,9572.0,24930.0,84097.0,1090913.0,13392682.0
18,4.0,32.0,177.0,483.0,7032.0,6005.0,25273.0,610893.0,1253461.0,922217.0
19,5.0,12.0,304.0,1260.0,6284.0,53882.0,77576.0,137287.0,574896.0,6410909.0
20,57.0,50.0,261.0,1247.0,941.0,26405.0,46582.0,312372.0,579470.0,2390379.0
21,6.0,45.0,165.0,319.0,1079.0,12263.0,42233.0,126197.0,479185.0,4998673.0
22,6.0,24.0,196.0,2860.0,17919.0,12259.0,38880.0,470938.0,297765.0,2787205.0
23,24.0,22.0,291.0,1242.0,671.0,12495.0,217511.0,207033.0,1403565.0,7942684.0
24,4.0,91.0,126.0,350.0,12077.0,9036.0,20446.0,509602.0,2909390.0,1549064.0
25,16.0,19.0,237.0,328.0,2609.0,6812.0,44204.0,416742.0,1685347.0,7837450.0
26,16.0,22.0,88.0,1332.0,12324.0,3418.0,105709.0,148133.0,430513.0,508989.0
27,55.0,185.0,106.0,701.0,2446.0,10465.0,19004.0,121414.0,451072.0,1125708.0
28,27.0,137.0,324.0,1690.0,6529.0,21583.0,44182.0,80283.0,233165.0,5201224.0
29,7.0,12.0,385.0,1190.0,3263.0,5099.0,49326.0,269640.0,1181336.0,1935465.0
30,4.0,39.0,70.0,752.0,491.0,13955.0,27428.0,83902.0,2238951.0,1492630.0
31,16.0,61.0,361.0,410.0,1143.0,7716.0,101178.0,306395.0,827649.0,3339632.0
32,50.0,151.0,374.0,407.0,813.0,4547.0,35104.0,55143.0,706880.0,740345.0
33,4.0,46.0,200.0,761.0,5899.0,8593.0,64552.0,168349.0,497663.0,1144330.0
34,6.0,59.0,42.0,1045.0,6434.0,50832.0,134368.0,185546.0,1223953.0,1938314.0
35,36.0,26.0,374.0,489.0,3784.0,6889.0,93860.0,729376.0,2338404.0,3062252.0
36,24.0,8.0,44.0,778.0,7697.0,18665.0,162116.0,392913.0,399267.0,3596968.0
37,17.0,18.0,70.0,320.0,1291.0,21785.0,22638.0,225020.0,945553.0,4551855.0
38,10.0,235.0,418.0,812.0,5424.0,14026.0,35237.0,44427.0,344217.0,5937872.0
39,25.0,31.0,116.0,1184.0,5906.0,9416.0,79312.0,27087.0,577843.0,2275682.0
40,8.0,22.0,321.0,2309.0,4859.0,24492.0,57151.0,1251587.0,546207.0,11253957.0
41,13.0,36.0,109.0,1316.0,1629.0,4379.0,115605.0,278628.0,620681.0,1544102.0
42,7.0,15.0,119.0,1147.0,2419.0,18378.0,18678.0,504956.0,2225635.0,5247382.0
43,20.0,72.0,334.0,890.0,3855.0,13039.0,78105.0,99205.0,417255.0,7468191.0
44,6.0,50.0,38.0,214.0,4436.0,10105.0,22713.0,147280.0,865792.0,1131202.0
45,8.0,24.0,47.0,1632.0,1058.0,4903.0,81887.0,270857.0,691104.0,1767365.0
46,4.0,22.0,56.0,2010.0,6463.0,17960.0,183970.0,341252.0,1757382.0,11046816.0
47,4.0,55.0,200.0,993.0,3623.0,15860.0,29116.0,499657.0,3182169.0,5940598.0
48,7.0,10.0,237.0,2628.0,2789.0,7990.0,11693.0,87745.0,1903575.0,10547109.0
49,10.0,24.0,193.0,927.0,10206.0,22689.0,73284.0,510550.0,1310483.0,1712506.0
50,4.0,60.0,57.0,547.0,4109.0,6242.0,85548.0,131428.0,153029.0,7454558.0
51,9.0,14.0,118.0,1053.0,5759.0,11074.0,65063.0,172334.0,2812894.0,4318862.0
52,6.0,21.0,431.0,1303.0,2012.0,23909.0,14491.0,172348.0,1580545.0,4073406.0
53,4.0,35.0,589.0,2090.0,9224.0,2946.0,56652.0,266039.0,619289.0,2150710.0
54,36.0,14.0,212.0,370.0,3093.0,5954.0,63975.0,1115377.0,303791.0,11897747.0
55,8.0,122.0,88.0,2820.0,848.0,2784.0,50235.0,308959.0,806381.0,4487572.0
56,5.0,35.0,120.0,4928.0,8589.0,6620.0,41900.0,86986.0,772958.0,4558887.0
57,4.0,25.0,40.0,960.0,5193.0,14382.0,176860.0,450809.0,392917.0,5440602.0
58,28.0,39.0,675.0,488.0,3850.0,39740.0,11807.0,110382.0,534775.0,1014899.0
59,24.0,73.0,371.0,519.0,604.0,6133.0,40221.0,209192.0,3666803.0,3408812.0
60,23.0,41.0,429.0,329.0,2227.0,8388.0,46940.0,158631.0,1722877.0,1395865.0
61,5.0,43.0,211.0,315.0,11129.0,16362.0,49313.0,80157.0,1646201.0,5396356.0
62,18.0,120.0,45.0,789.0,914.0,2693.0,42831.0,719175.0,549502.0,2331169.0
63,4.0,16.0,34.0,179.0,7573.0,3476.0,73634.0,187139.0,381237.0,13515726.0
64,7.0,99.0,93.0,208.0,574.0,20358.0,15443.0,475687.0,1182669.0,7533939.0
65,6.0,78.0,68.0,403.0,771.0,4863.0,127810.0,412818.0,1082214.0,1183927.0
66,13.0,107.0,266.0,2777.0,9742.0,19509.0,246531.0,107491.0,658742.0,2485695.0
67,4.0,81.0,167.0,392.0,2310.0,26640.0,24380.0,134711.0,800957.0,11377064.0
68,8.0,19.0,319.0,958.0,1930.0,22046.0,18312.0,115663.0,749262.0,7140299.0
69,4.0,37.0,369.0,822.0,947.0,9364.0,22306.0,63428.0,3746148.0,5460047.0
70,11.0,75.0,213.0,2475.0,1400.0,8918.0,32214.0,390296.0,763446.0,1124058.0
71,6.0,60.0,167.0,546.0,3012.0,11535.0,18927.0,52234.0,263126.0,13609022.0
72,14.0,89.0,183.0,471.0,4231.0,2440.0,39766.0,269988.0,1112682.0,674647.0
73,6.0,82.0,295.0,1381.0,1330.0,16913.0,76334.0,47093.0,1436498.0,3274854.0
74,33.0,73.0,199.0,1256.0,4493.0,6352.0,43227.0,136605.0,343435.0,3120887.0
75,13.0,109.0,674.0,1348.0,2155.0,39962.0,44093.0,90062.0,1512274.0,3935275.0
76,35.0,47.0,382.0,2549.0,3693.0,10781.0,20772.0,777998.0,1437055.0,4288588.0
77,11.0,17.0,70.0,941.0,1220.0,12427.0,51988.0,136516.0,680540.0,2634329.0
78,14.0,10.0,59.0,162.0,769.0,11909.0,51089.0,228105.0,390811.0,11567860.0
79,13.0,71.0,72.0,571.0,3437.0,5139.0,15659.0,162028.0,1502089.0,2715607.0
80,14.0,47.0,36.0,190.0,4370.0,27107.0,11793.0,96048.0,396017.0,1030271.0
81,6.0,28.0,183.0,127.0,2881.0,10184.0,21386.0,271525.0,3306677.0,12276429.0
82,5.0,17.0,158.0,223.0,6467.0,11155.0,93967.0,50985.0,445775.0,2997968.0
83,7.0,11.0,63.0,295.0,3173.0,3863.0,138692.0,49109.0,300540.0,1054808.0
84,6.0,85.0,279.0,371.0,2771.0,12502.0,116001.0,210883.0,1298922.0,6654103.0
85,24.0,42.0,355.0,419.0,3269.0,14288.0,26582.0,263246.0,445053.0,3346346.0
86,6.0,110.0,225.0,986.0,2642.0,14159.0,47894.0,208197.0,499866.0,4001705.0
87,22.0,52.0,95.0,2520.0,3401.0,5203.0,21364.0,168487.0,549829.0,3936415.0
88,8.0,35.0,1034.0,1065.0,805.0,2540.0,20018.0,150939.0,431640.0,1700438.0
89,8.0,32.0,303.0,402.0,638.0,36389.0,41093.0,674060.0,1046500.0,4524640.0
90,4.0,80.0,508.0,981.0,6810.0,7527.0,68441.0,120542.0,963860.0,7012523.0
91,14.0,33.0,159.0,797.0,663.0,6556.0,20762.0,324798.0,1523116.0,13930719.0
92,11.0,91.0,692.0,980.0,2689.0,8212.0,50000.0,60919.0,747160.0,11770023.0
93,20.0,29.0,166.0,1655.0,2946.0,3661.0,74202.0,1062700.0,3708665.0,4559044.0
94,6.0,143.0,309.0,848.0,2732.0,10265.0,72264.0,52123.0,1496074.0,8448083.0
95,6.0,186.0,62.0,679.0,4806.0,3985.0,19600.0,319746.0,2025441.0,3490383.0
96,25.0,18.0,250.0,777.0,10213.0,17744.0,33786.0,79387.0,362829.0,2746710.0
97,11.0,52.0,99.0,2057.0,1311.0,11767.0,63777.0,63983.0,1026162.0,1787673.0
98,24.0,37.0,120.0,1233.0,3729.0,21403.0,75186.0,388668.0,397377.0,4780757.0
99,8.0,24.0,360.0,1305.0,736.0,6235.0,40628.0,27476.0,1654570.0,3162594.0
100,7.0,49.0,124.0,2118.0,3530.0,70704.0,70601.0,65447.0,1257090.0,1907046.0
101,4.0,107.0,270.0,1304.0,3853.0,23321.0,82787.0,197043.0,373521.0,3108497.0
102,6.0,25.0,174.0,740.0,6007.0,14802.0,60559.0,71390.0,593872.0,8896791.0
103,6.0,84.0,70.0,101.0,3308.0,20073.0,9342.0,293804.0,692894.0,2314894.0
104,4.0,40.0,322.0,1641.0,1459.0,14464.0,15256.0,328383.0,2569076.0,8059649.0
105,30.0,80.0,155.0,538.0,2804.0,5865.0,82338.0,196533.0,687879.0,26120211.0
106,5.0,29.0,126.0,1553.0,1047.0,21702.0,33202.0,33377.0,2018643.0,5340470.0
107,11.0,27.0,622.0,1227.0,1070.0,4698.0,124697.0,426480.0,766544.0,1566212.0
108,28.0,168.0,588.0,156.0,2787.0,4626.0,85306.0,484155.0,848777.0,1360494.0
109,9.0,44.0,77.0,624.0,7201.0,8682.0,203641.0,221554.0,1291211.0,3907079.0
110,13.0,76.0,229.0,266.0,3364.0,15103.0,106018.0,354833.0,514038.0,5525021.0
111,11.0,26.0,184.0,322.0,3084.0,9341.0,15224.0,550267.0,1263131.0,2865598.0
112,9.0,18.0,25.0,1820.0,6095.0,5854.0,25616.0,580414.0,414206.0,10992057.0
113,8.0,179.0,458.0,753.0,4345.0,48671.0,34806.0,541473.0,366791.0,3897847.0
114,6.0,54.0,151.0,298.0,1228.0,10986.0,98230.0,150092.0,810868.0,4827409.0
115,10.0,70.0,238.0,1400.0,8904.0,15047.0,71436.0,104588.0,2212678.0,3142517.0
116,5.0,75.0,654.0,443.0,13506.0,26269.0,10829.0,167327.0,436409.0,8562065.0
117,9.0,20.0,411.0,886.0,1687.0,18645.0,118188.0,67618.0,2338452.0,7641209.0
118,4.0,91.0,78.0,907.0,5446.0,25464.0,27666.0,319549.0,928731.0,5280224.0
119,28.0,22.0,62.0,412.0,2071.0,8000.0,34424.0,198876.0,2892509.0,4797330.0
