0.2	10	5	3	7	8	3	6	11	2	4	4	4	4	10	4	6	15	7	5	12	8	4	11	7	3	10	4	6	6	3	4	5	4	18	18	7	6	3	6	2	4	7	3	21	9	4	3	11	14	13	2	4	5	4	7	5	5	4	2	9	10	4	6	13	6	4	6	6	9	9	6	10	9	3	10	7	5	10	3	19	7	6	4	3	6	8	8	8	10	4	2	7	5	12	7	4	2	5	10	6	
0.21	3	5	4	6	11	4	11	11	12	3	5	10	4	5	14	4	17	12	4	11	4	7	4	4	2	6	9	15	13	3	3	4	4	4	9	15	7	4	9	6	11	6	11	4	6	6	6	5	5	3	9	7	7	6	3	5	4	10	11	4	7	6	4	4	3	3	3	11	6	7	6	7	3	13	7	2	6	4	4	8	4	9	6	7	6	6	10	6	12	8	3	2	7	13	15	10	15	11	7	11	
0.22	6	4	9	6	4	8	4	10	7	4	8	6	13	11	8	7	8	10	4	11	9	10	5	2	3	7	5	2	8	15	5	8	5	10	6	5	3	4	15	21	15	6	8	9	3	4	6	6	6	5	7	6	18	6	4	6	4	3	11	9	5	23	6	12	5	5	6	7	4	4	6	8	2	5	6	4	5	6	28	5	4	10	4	5	4	3	14	6	5	3	7	3	10	2	4	4	6	5	22	5	
0.23	6	5	7	4	4	3	6	11	4	7	4	3	3	6	3	8	2	4	7	6	6	9	5	4	6	4	2	8	3	7	9	4	5	6	9	12	5	4	21	5	10	11	4	6	6	6	9	4	6	9	3	5	6	3	5	4	6	5	6	6	5	4	7	11	6	8	3	3	4	6	11	5	9	10	12	8	3	5	6	4	7	6	6	9	13	8	4	4	4	3	6	6	3	4	4	10	6	6	3	5	
0.24	9	4	9	12	5	12	3	4	5	4	8	12	6	4	9	3	8	14	5	5	8	4	5	5	5	7	3	4	4	13	6	4	3	4	6	5	7	12	3	10	11	5	4	3	4	4	3	7	3	6	3	19	4	14	8	6	3	7	5	5	10	5	8	7	3	15	2	6	3	7	3	14	7	3	6	6	8	4	11	4	2	9	8	11	6	4	5	21	3	3	5	4	10	3	3	2	9	6	5	3	
0.25	7	6	5	9	4	7	7	11	7	7	7	9	3	10	6	7	9	5	4	4	8	4	8	3	10	4	4	4	5	8	3	3	8	9	4	9	3	7	13	4	2	9	5	5	3	9	6	3	15	9	3	6	3	8	10	4	6	6	8	10	7	4	4	10	10	5	12	4	4	2	8	4	4	5	3	3	8	2	5	5	13	4	9	9	7	19	9	15	7	3	6	8	6	8	9	3	3	4	5	4	
0.26	6	7	16	3	5	5	2	5	13	4	4	6	13	3	7	4	10	9	8	7	7	6	9	4	4	6	6	6	3	7	3	5	6	6	8	9	7	7	20	4	6	4	6	3	3	17	4	7	7	5	4	4	3	2	2	4	7	4	13	4	7	3	4	3	7	3	3	4	4	4	10	4	9	10	4	3	13	5	5	6	9	3	9	3	3	3	4	3	5	4	6	5	4	9	4	5	4	8	7	3	
0.27	6	9	4	4	3	3	5	2	4	5	8	4	6	5	6	6	8	3	4	12	5	5	3	5	3	4	10	8	13	3	5	6	4	3	7	10	5	6	4	3	5	8	4	5	4	3	6	3	8	5	4	4	4	2	7	3	6	6	5	4	5	6	11	10	3	4	3	7	10	5	6	11	9	7	12	14	12	3	17	6	10	6	8	7	5	8	6	11	3	4	4	3	5	5	4	9	4	6	4	5	
0.28	4	3	5	6	5	3	3	3	10	7	14	5	4	4	3	13	6	3	3	4	2	3	3	13	3	3	8	4	4	15	4	5	4	3	3	7	5	4	7	5	5	4	9	12	3	6	11	5	4	4	3	6	6	2	4	3	3	9	3	3	10	4	3	2	3	5	7	7	4	5	3	4	4	5	2	3	5	4	7	3	6	3	12	10	7	3	5	2	7	5	3	2	4	3	3	5	3	2	4	2	
0.29	4	4	3	6	3	5	4	8	8	3	7	5	5	9	4	3	4	5	4	3	2	3	5	7	5	3	3	6	6	6	4	4	8	6	3	4	5	8	5	9	4	5	4	3	3	3	2	3	3	2	3	7	3	2	5	5	3	7	10	2	7	3	5	3	5	12	3	3	5	3	2	3	3	11	3	3	4	8	3	6	6	9	6	4	15	3	7	3	6	7	9	4	4	4	2	3	2	13	2	5	
0.3	2	3	5	3	3	5	9	8	5	3	4	4	6	5	6	3	3	4	4	7	3	5	4	4	5	3	8	3	4	7	6	2	6	5	7	10	3	4	2	9	5	4	3	4	3	6	4	6	6	4	5	3	2	8	2	2	3	6	8	5	3	4	8	5	4	2	5	3	3	5	4	2	4	4	9	4	4	4	8	4	2	4	2	5	6	6	3	5	6	4	13	3	3	3	7	2	3	7	11	3	
0.31	7	7	3	3	6	3	3	5	2	3	6	3	5	2	2	6	4	3	4	3	3	4	3	4	3	2	3	4	3	4	22	4	2	3	2	8	6	3	9	3	4	3	2	2	3	6	2	4	6	14	3	2	13	2	3	5	4	3	2	3	3	3	2	4	3	5	4	5	3	2	6	5	4	13	3	5	3	6	3	2	8	10	5	8	2	5	2	4	17	2	3	3	3	2	4	3	3	3	5	2	
0.32	7	5	5	4	2	4	7	2	3	3	3	6	5	3	4	4	4	4	3	7	3	2	3	2	7	3	7	2	3	5	3	4	2	13	4	8	7	5	4	2	6	5	9	3	3	3	2	2	3	6	3	7	4	7	2	5	2	3	3	8	4	2	2	4	3	3	5	2	5	3	4	3	5	4	6	3	5	4	6	4	5	3	3	3	2	2	2	5	2	4	3	6	3	4	3	3	3	2	4	3	
0.33	2	3	3	10	4	3	4	3	2	2	6	4	4	4	3	4	3	4	3	2	4	3	3	2	6	3	4	7	5	3	2	4	2	4	5	4	10	3	2	3	6	2	2	5	3	3	3	4	2	3	4	3	3	3	4	3	6	3	3	5	6	2	6	4	3	5	6	6	9	5	6	6	4	3	8	3	5	8	3	6	2	5	2	2	4	4	3	3	2	8	7	5	4	2	6	6	2	7	4	3	
0.34	2	4	13	5	5	7	5	5	7	3	8	4	4	3	3	2	3	9	4	4	3	5	18	3	4	4	3	4	5	7	2	3	8	4	4	7	5	6	7	5	2	4	6	3	2	2	6	5	6	3	7	5	3	3	7	2	4	3	4	5	7	3	5	2	6	4	2	6	3	6	3	8	4	3	3	4	3	4	8	2	3	5	13	2	4	2	10	3	2	5	2	3	5	4	5	3	4	5	4	4	
0.35	2	3	4	8	4	3	3	4	5	3	4	4	4	3	3	2	8	4	2	3	2	3	4	3	6	8	2	2	4	8	2	3	3	3	3	3	3	2	2	2	6	5	3	3	2	3	4	3	2	4	3	3	3	3	7	22	10	2	2	7	2	3	4	6	2	3	5	3	2	6	4	8	6	4	4	8	3	3	4	2	3	2	4	2	5	3	2	8	8	3	4	8	2	7	5	6	3	4	2	4	
0.36	3	3	2	6	6	6	4	2	3	2	2	4	2	3	2	2	2	3	6	3	3	4	4	2	2	2	2	4	3	3	6	2	4	3	2	3	4	3	2	3	5	3	3	4	3	2	2	3	3	2	6	6	3	5	3	2	4	3	2	2	2	3	2	3	2	5	2	2	2	7	3	4	2	2	6	2	5	4	4	2	3	2	2	2	2	4	3	3	4	6	2	4	4	3	4	4	3	6	2	2	
0.37	3	2	3	5	2	2	3	2	4	4	4	2	4	4	4	7	4	4	2	5	3	4	2	4	4	2	3	2	2	4	2	2	2	4	2	5	4	2	2	2	2	3	2	3	3	2	2	2	2	2	3	2	2	4	2	2	2	2	2	3	2	2	3	2	2	5	3	3	3	2	3	3	4	4	4	3	4	3	2	2	3	2	2	4	2	2	2	4	2	4	3	2	2	3	2	3	2	3	8	2	
0.38	2	2	3	8	6	2	4	3	3	2	6	3	4	2	4	3	2	2	3	2	2	2	7	4	6	2	2	2	4	3	5	2	3	2	3	4	3	2	3	3	2	2	4	2	2	2	2	2	3	7	2	3	2	2	2	2	2	6	4	5	5	5	2	3	3	2	4	2	2	9	3	4	4	3	2	2	5	3	2	2	2	7	3	2	3	3	6	4	2	2	4	2	5	2	7	2	2	2	2	3	
0.39	5	3	2	2	6	2	2	7	2	5	2	2	2	4	6	3	3	2	4	2	2	2	5	2	4	3	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	6	2	8	2	4	4	5	3	2	2	4	3	4	3	2	2	2	2	2	2	2	2	2	2	3	2	2	4	2	3	2	3	3	3	4	6	2	2	6	3	2	2	2	2	2	2	2	5	2	2	4	2	3	4	2	
0.4	6	2	2	2	2	2	2	6	3	4	2	2	2	2	2	2	6	2	5	2	6	2	3	4	2	2	6	4	2	5	2	2	2	5	3	2	2	2	2	2	8	2	2	2	2	2	2	4	5	2	2	2	5	4	6	2	2	2	2	2	2	3	4	2	2	2	2	4	4	2	2	2	5	3	2	2	2	4	2	2	2	2	2	2	4	2	2	2	2	6	2	2	7	2	3	2	2	2	2	2	
0.41	2	2	2	2	3	2	2	2	4	2	2	2	4	2	4	2	4	2	5	2	4	2	2	4	4	2	2	2	2	2	8	2	4	2	2	2	2	4	2	2	2	2	2	2	2	7	2	5	6	2	4	4	2	2	2	2	2	4	5	4	4	2	4	2	2	3	3	2	2	2	6	2	2	2	2	2	2	2	4	8	2	4	3	2	2	2	5	2	5	2	2	2	4	5	2	3	4	2	2	8	
0.42	2	2	3	2	5	2	2	3	2	3	4	4	2	2	2	2	2	2	2	2	4	2	5	4	2	3	2	2	3	2	4	2	2	2	2	2	4	3	2	2	2	2	2	5	2	3	2	2	2	2	2	2	2	2	2	2	7	2	4	4	2	2	2	2	2	6	2	3	2	2	3	4	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	4	2	5	3	2	2	3	2	2	2	2	4	2	
0.43	2	2	2	2	2	2	6	2	2	2	2	2	2	2	3	2	2	2	2	3	2	5	2	3	2	3	2	2	2	5	2	2	2	2	2	2	4	2	3	2	2	3	2	3	2	2	5	2	2	2	2	2	2	2	2	2	5	4	2	2	2	3	3	2	2	2	2	2	2	2	4	2	2	2	7	2	2	4	2	5	3	2	2	2	2	2	2	2	7	2	2	3	4	2	2	5	2	2	2	2	
0.44	2	2	2	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	4	4	2	2	2	3	3	2	2	3	2	4	4	2	5	2	6	2	3	2	2	3	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	4	5	2	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	
0.45	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	6	2	2	2	3	2	3	4	2	5	2	2	2	2	4	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	3	2	4	2	2	5	2	2	2	
0.46	2	3	2	2	3	2	2	4	2	2	2	2	2	2	2	4	3	3	3	2	4	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	4	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	3	2	2	2	2	2	2	2	3	4	7	2	2	3	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	
0.47	2	2	2	2	2	2	2	2	2	3	2	2	4	2	2	3	3	2	2	3	2	2	3	2	2	2	2	2	2	3	2	2	5	2	2	2	2	5	3	2	4	3	5	2	2	2	4	9	2	5	3	2	2	5	2	2	2	2	2	2	4	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	6	4	2	2	2	6	2	2	2	3	4	2	5	2	2	3	3	2	2	4	2	2	
0.48	2	2	2	2	2	4	3	2	3	2	2	2	3	5	2	3	2	4	5	2	3	4	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	4	3	3	3	2	2	2	3	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	4	2	2	2	2	4	2	
0.49	2	2	3	4	2	3	2	2	2	2	3	3	2	2	2	2	2	4	2	2	2	2	2	2	2	2	4	4	2	2	2	3	2	5	2	4	2	2	3	2	2	2	2	2	3	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	3	2	2	3	3	2	2	2	2	2	2	2	4	2	2	4	3	3	2	2	3	2	2	2	2	2	4	2	4	2	2	2	2	2	
0.5	2	2	2	3	2	2	2	3	4	2	3	2	2	2	3	6	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	6	2	2	2	2	3	2	2	2	2	10	2	2	2	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	3	4	2	2	3	2	3	2	2	2	3	2	4	2	2	2	2	2	2	
0.51	3	2	5	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	4	2	2	2	2	4	2	2	2	4	5	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	9	2	2	5	2	2	2	6	2	2	2	2	2	2	2	2	2	2	2	6	5	2	2	2	2	3	2	2	5	2	2	2	2	4	2	4	2	2	2	3	2	2	2	2	2	
0.52	4	3	2	3	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	8	2	2	3	2	6	3	3	2	2	2	2	2	2	2	2	2	2	2	2	4	3	4	2	4	4	2	2	2	2	2	4	2	2	2	2	2	2	3	2	2	2	2	2	3	4	2	3	2	2	3	3	4	4	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	4	
0.53	2	3	2	2	3	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	4	2	2	4	2	2	2	2	2	4	3	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	3	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	3	2	2	4	2	5	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	3	
0.54	3	3	3	2	3	2	3	4	2	2	2	4	2	3	3	3	3	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	3	2	2	2	4	2	2	3	2	6	3	2	3	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	3	2	3	2	5	2	2	2	
0.55	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	4	2	4	3	5	2	3	2	3	2	2	2	2	2	3	2	4	4	2	3	2	2	3	2	2	2	2	6	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	3	2	3	2	2	2	5	2	3	3	2	2	2	2	5	
0.56	2	3	2	2	3	3	3	3	3	2	2	3	4	2	3	3	3	2	2	2	2	2	3	2	2	2	2	2	2	3	2	3	2	2	2	2	3	2	2	2	2	2	3	4	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	3	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	3	2	2	2	3	2	3	3	3	2	3	
0.57	2	3	2	2	2	4	2	5	2	2	2	2	2	3	2	2	2	3	2	3	2	2	2	3	2	2	2	2	2	2	2	2	3	2	3	2	2	2	3	2	3	2	2	2	2	2	3	2	2	4	3	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	7	3	2	3	2	2	2	2	2	2	2	2	2	2	4	2	3	2	3	3	3	2	2	2	2	2	2	2	2	3	3	3	3	3	
0.58	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
0.59	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
0.6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
0.61	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
0.62	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
0.63	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
0.64	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
0.65	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
0.66	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
0.67	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
